Layout,Passenger Volume,Highway Fuel Economy,Drag Coefficient,Fuel Type,Head Room,Ground Clearance,Shoulder Room,Power,title,Trailer Weight,Cargo Volume (Seats Folded),Front Track,Volume,Front Suspension,Front,Rear Track,Leg Room,Rear,Weight Distribution,Transmission,Front Tires,Wheelbase,Seats,Length,Body Style,Market Segment,Forced Induction,Weight,Rear Suspension,Width,Direct Injection,Tongue Weight,Torque,Cargo Volume,Height,Rear Tires,City Fuel Economy,Engine Type,Hip Room,Payload,Size
Rear Wheel Drive,51.6 cu. ft.,26 mpg,0.30,Gas,38.2 in.,TBD,54.4 in.,332 hp @ 7000 rpm,2015 Nissan 370Z specifications,TBD,TBD,61.0 in.,TBD,Double Wishbone,18 Aluminum,62.8 in.,42.9 in.,18 Aluminum,55/45,6-Speed Manual,P225/50R18,100.4 in.,2,167.5 in.,Coupe,Standard; Sports,None,3292 lbs,Multi-Link,72.6 in.,No,TBD,270 lb-ft @ 5200 rpm,6.9 cu. ft.,51.8 in.,P245/45R18,18 mpg,3.7L V6,54.6 in.,N/A,Compact
Front Wheel Drive,TBD,32 mpg,0.35,Gas,36.7 in.,7.0 in.,51.4 in.,188 hp @ 5600 rpm,2015 Nissan Juke specifications,TBD,35.9 cu. ft.,60.0 in.,TBD,Strut-Type,17 Aluminum,60.0 in.,32.1 in.,17 Aluminum,64/36,Manual,215/55R17,99.6 in.,5,162.4 in.,Hatchback,Economy,Turbocharger,2981 lbs,Torsion-Beam,69.5 in.,Yes,TBD,177 lb-ft @ 1600-5200 rpm,10.5 cu. ft.,61.8 in.,215/55R17,28 mpg,1.6L I4,48.4 in.,N/A,Compact
Front Wheel Drive,94.1 cu. ft.,34 mpg,0.30,Gas,37.1 in.,5.2 in.,53.6 in.,115 hp @ 5200 rpm,2016 Volkswagen Jetta specifications,TBD,TBD,60.4 in.,43.8 cu. ft.,Strut-Type,15 Aluminum,60.3 in.,38.1 in.,15 Aluminum,TBD,5-Speed Manual,195/65 R15 H,104.4 in.,5,183.3 in.,Sedan,Near-Luxury,None,2859 lbs,Multi-Link,70.0 in.,No,TBD,125 lb-ft @ 4000 rpm,15.7 cu. ft.,57.2 in.,195/65 R15 H,25 mpg,2.0L I4,TBD,N/A,Compact
Front Wheel Drive,97.1 cu. ft.,92 mpg,TBD,Electric,39.5 in.,6.3 in.,54.7 in.,109 hp @ N/A rpm,2015 Kia Soul EV specifications,TBD,49.5 cu. ft.,62.0 in.,TBD,Strut-Type,16 Aluminum,62.4 in.,36.0 in.,16 Aluminum,TBD,1-Speed Automatic,205/60R16,101.2 in.,5,163.0 in.,SUV,Electric,None,3289 lbs,Torsion-Beam,70.9 in.,No,TBD,210 lb-ft @ N/A rpm,18.8 cu. ft.,63.0 in.,205/60R16,120 mpg,-,49.3 in.,TBD,Compact
Front Wheel Drive,93.6 cu. ft.,32 mpg,0.30,Gas,36.6 in.,4.9 in.,54.7 in.,200 hp @ 5100 rpm,2016 Volkswagen CC specifications,TBD,TBD,61.1 in.,43.2 cu. ft.,Strut-Type,17 Aluminum,61.4 in.,37.3 in.,17 Aluminum,TBD,6-Speed Manual,235/45 R17,106.7 in.,5,189.1 in.,Sedan,Near-Luxury,Turbocharger,3358 lbs,Multi-Link,73.0 in.,No,TBD,207 lb-ft @ 1700 rpm,13.2 cu. ft.,55.8 in.,235/45 R17,21 mpg,2.0L I4,TBD,N/A,Compact
Front Wheel Drive,93.7 cu. ft.,48 mpg,0.25,Gas,37.6 in.,5.3 in.,53.1 in.,134 hp @ TBD rpm,2015 Toyota Prius specifications,TBD,TBD,60.0 in.,TBD,Strut-Type,15 Aluminum,59.8 in.,36.0 in.,15 Aluminum,TBD,CVT,P195/65 R15,106.3 in.,5,176.4 in.,Hatchback,Standard; Hybrid,None,3072 lbs,Torsion-Beam,68.7 in.,No,TBD,TBD lb-ft @ TBD rpm,21.6 cu. ft.,58.7 in.,P195/65 R15,51 mpg,1.8L I4,51.2 in.,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Mini Paceman specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,SUV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Rear Wheel Drive,78.4 cu. ft.,26 mpg,0.30,Gas,34.5 in.,TBD,45.8 in.,325 hp @ 7000 rpm,2015 Infiniti Q60 Convertible specifications,TBD,TBD,60.8 in.,TBD,Double Wishbone,18 Aluminum,62.8 in.,27.2 in.,18 Aluminum,52/48,7-Speed Automatic,P225/50R18 94V,112.2 in.,4,183.3 in.,Convertible,Near-Luxury,None,4083 lbs,Multi-Link,72.9 in.,No,TBD,267 lb-ft @ 5200 rpm,10.3 cu. ft.,55.1 in.,P245/45R18 96V,18 mpg,3.7L V6,41.7 in.,N/A,Sub-Compact
Front Wheel Drive,103.2 cu. ft.,34 mpg,TBD,Gas,37.5 in.,TBD,56.5 in.,185 hp @ 6400 rpm,2015 Honda Accord Sedan specifications,TBD,TBD,62.8 in.,TBD,Strut-Type,16 Steel,62.7 in.,38.5 in.,16 Steel,60/40,6-Speed Manual,205/65 R16 95H,109.3 in.,5,191.4 in.,Sedan,Standard,None,3192 lbs,Multi-Link,72.8 in.,Yes,TBD,181 lb-ft @ 3900 rpm,15.8 cu. ft.,57.7 in.,205/65 R16 95H,24 mpg,2.4L I4,54.7 in.,N/A,Midsize
Front Wheel Drive,95.6 cu. ft.,37 mpg,TBD,Gas,37.5 in.,TBD,52.6 in.,130 hp @ 6600 rpm,2015 Honda Fit specifications,TBD,52.7 cu. ft.,58.3 in.,TBD,Strut-Type,15 Steel,58.0 in.,39.3 in.,15 Steel,61/39,6-Speed Manual,185/60 R15 84T,99.6 in.,5,160.0 in.,Hatchback,Economy,None,2513 lbs,Torsion-Beam,67.0 in.,Yes,TBD,114 lb-ft @ 4600 rpm,16.6 cu. ft.,60.0 in.,185/60 R15 84T,29 mpg,1.5L I4,45.1 in.,N/A,Sub-Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG S65 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,89.3 cu. ft.,105 mpg,TBD,Electric,37.3 in.,TBD,51.1 in.,123 hp @ 3695 rpm,2013 Honda Fit EV specifications,TBD,TBD,58.5 in.,TBD,Strut-Type,15 Aluminum,57.6 in.,35.2 in.,15 Aluminum,55/45,1-Speed Manual,P185/65R15 86T,98.4 in.,5,162.0 in.,Hatchback,Economy; Electric,None,3252 lbs,Multi-Link,67.7 in.,No,TBD,100 lb-ft @ 3695 rpm,TBD,62.2 in.,P185/65R15 86T,132 mpg,-,45.0 in.,N/A,Sub-Compact
Rear Wheel Drive,TBD,20 mpg,0.33,Gas,39.0 in.,TBD,55.8 in.,563 hp @ 5250 rpm,2015 Rolls-Royce Ghost Series II specifications,TBD,TBD,63.9 in.,TBD,Double Wishbone,19 Aluminum,65.4 in.,42.3 in.,19 Aluminum,TBD,8-Speed Automatic,255/50 R19 103Y,129.7 in.,5,212.6 in.,Sedan,Luxury,Turbocharger,5490 lbs,Multi-Link,76.7 in.,Yes,TBD,780 lb-ft @ 1500 rpm,14.0 cu. ft.,61.0 in.,255/50 R19 103Y,13 mpg,6.6L V12,TBD,N/A,Fullsize
All Wheel Drive,133.2 cu. ft.,22 mpg,0.37,Gas,35.6 in.,8.1 in.,48.6 in.,280 hp @ 4920-6500 rpm,2017 Audi Q7 specifications,5500 lbs,72.5 cu. ft.,65.0 in.,TBD,Double Wishbone,18 Aluminum,66.0 in.,29.2 in.,18 Aluminum,TBD,8-Speed Automatic,P255/55HR18,118.2 in.,7,200.3 in.,SUV,Luxury,Supercharger,5192 lbs,Multi-Link,78.1 in.,Yes,550 lbs,295 lb-ft @ 2150-4915 rpm,10.9 cu. ft.,68.4 in.,P255/55HR18,16 mpg,3.0L V6,TBD,TBD,Fullsize
Front Wheel Drive,108.0 cu. ft.,27 mpg,0.34,Gas,39.1 in.,TBD,58.3 in.,190 hp @ 6300 rpm,2015 Hyundai Santa Fe Sport specifications,2000 lbs,71.5 cu. ft.,64.3 in.,TBD,Strut-Type,17 Aluminum,64.7 in.,39.4 in.,17 Aluminum,TBD,6-Speed Automatic,P235/65 R17,106.3 in.,5,184.6 in.,SUV,Standard,None,3459 lbs,Multi-Link,74.0 in.,Yes,TBD,181 lb-ft @ 4250 rpm,35.4 cu. ft.,66.1 in.,P235/65 R17,20 mpg,2.4L I4,55.4 in.,1078,Midsize
Front Wheel Drive,108.2 cu. ft.,TBD,0.30,Electric,39.7 in.,5.9 in.,55.3 in.,154 hp @ TBD rpm,2014 Toyota RAV4 EV specifications,TBD,TBD,61.4 in.,50.8 cu. ft.,Strut-Type,17 Aluminum,61.4 in.,38.3 in.,17 Aluminum,TBD,1-Speed Fixed Ratio,P225/65R17 101H,104.7 in.,5,180.1 in.,SUV,Electric,None,4032 lbs,Double Wishbone,71.5 in.,No,TBD,218 lb-ft @ TBD rpm,TBD,66.3 in.,P225/65R17 101H,TBD,-,52.4 in.,TBD,Compact
All Wheel Drive,96.9 cu. ft.,34 mpg,0.29,Gas,37.1 in.,TBD,54.2 in.,148 hp @ 6200 rpm,2016 Subaru Impreza specifications,TBD,TBD,59.4 in.,TBD,Strut-Type,15 Steel,59.6 in.,35.4 in.,15 Steel,TBD,5-Speed Manual,195/65R15,104.1 in.,5,180.5 in.,Sedan,Standard,None,2955 lbs,Double Wishbone,68.5 in.,No,TBD,145 lb-ft @ 4200 rpm,12.0 cu. ft.,57.7 in.,195/65R15,25 mpg,2.0L I4,53.1 in.,N/A,Compact
All Wheel Drive,TBD,19 mpg,TBD,Gas,TBD,TBD,TBD,575 hp @ 6000 rpm,2016 Bentley Continental GT specifications,TBD,TBD,TBD,TBD,Double Wishbone,20 Aluminum,TBD,TBD,20 Aluminum,40/60,6-Speed Automatic,275/40ZR 20,108.1 in.,4,189.2 in.,Coupe,Luxury,Turbocharger,5115 lbs,Multi-Link,76.5 in.,No,TBD,516 lb-ft @ 1700 rpm,12.6 cu. ft.,55.3 in.,275/40ZR 20,12 mpg,6.0L W12,TBD,N/A,Midsize
Front Wheel Drive,101.9 cu. ft.,29 mpg,0.37,Gas,39.1 in.,6.7 in.,55.1 in.,164 hp @ 6200 rpm,2015 Hyundai Tucson specifications,2000 lbs,55.8 cu. ft.,62.4 in.,TBD,Strut-Type,17 Steel,62.4 in.,38.7 in.,17 Steel,TBD,6-Speed Automatic,P225/60R17,103.9 in.,5,173.2 in.,SUV,Standard,None,3232 lbs,Multi-Link,71.7 in.,No,TBD,151 lb-ft @ 4000 rpm,25.7 cu. ft.,65.2 in.,P225/60R17,23 mpg,2.0L I4,53.4 in.,TBD,Midsize
Rear Wheel Drive,125.0 cu. ft.,25 mpg,TBD,Gas,38.5 in.,5.75 in.,58.7 in.,429 hp @ 5250 rpm,2016 Mercedes-Benz S-Class specifications,TBD,TBD,62.9 in.,TBD,Double Wishbone,18 Aluminum,63.2 in.,42.3 in.,18 Aluminum,TBD,7-Speed Automatic,255/45R18,124.6 in.,5,206.5 in.,Sedan,Luxury,Turbocharger,4740 lbs,Multi-Link,73.7 in.,Yes,TBD,516 lb-ft @ 1800-3500 rpm,16.4 cu. ft.,58.0 in.,255/45R18,15 mpg,4.7L V8,TBD,N/A,Fullsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,430 hp @ 7300 rpm,2015 Aston Martin V8 Vantage S Coupe specifications,TBD,N/A,TBD,TBD,Double Wishbone,19 Aluminum,TBD,TBD,19 Aluminum,TBD,7-Speed Automated Manual,RE050 245/40 R19,102.4 in.,2,172.5 in.,Coupe,Luxury; Sports; Performance,None,3549 lbs,Double Wishbone,73.5 in.,No,TBD,361 lb-ft @ 5000 rpm,TBD,49.6 in.,RE050 285/35 R19,TBD,4.7L V8,TBD,N/A,Compact
Rear Wheel Drive,TBD,24 mpg,TBD,Gas,38.2 in.,4.5 in.,56.9 in.,518 hp @ 5200-5750 rpm,2016 Mercedes-Benz E63 AMG 4MATIC specifications,TBD,57.4 cu. ft.,64.0 in.,TBD,Strut-Type,19 Aluminum,62.8 in.,35.8 in.,19 Aluminum,TBD,7-Speed Automated Manual,255/35R19,113.2 in.,5,192.6 in.,Sedan,Luxury,Turbocharger,4048 lbs,Multi-Link,75.9 in.,Yes,TBD,516 lb-ft @ 1700-5000 rpm,29.0 cu. ft.,56.8 in.,285/30R19,16 mpg,5.5L V8,TBD,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mini Clubman specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,87.1 cu. ft.,35 mpg,TBD,Gas,37.0 in.,TBD,51.2 in.,100 hp @ 6000 rpm,2014 Mazda Mazda2 specifications,TBD,27.8 cu. ft.,58.1 in.,TBD,Strut-Type,15 Steel,57.7 in.,33.0 in.,15 Steel,TBD,5-Speed Manual,P185/55VR15,98.0 in.,5,155.5 in.,Hatchback,Economy,None,2306 lbs,Torsion-Beam,66.7 in.,No,TBD,98 lb-ft @ 4000 rpm,13.3 cu. ft.,58.1 in.,P185/55VR15,29 mpg,1.5L I4,TBD,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Lamborghini Huracan LP 580-2 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG GL63 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,62.5 cu. ft.,25 mpg,TBD,Gas,39.9 in.,8.7 in.,66.0 in.,305 hp @ 6400 rpm,2015 Ram 1500 specifications,2250 lbs,N/A,68.0 in.,TBD,Double Wishbone,17 Steel,67.5 in.,41.0 in.,17 Steel,TBD,8-Speed Automatic,265/70R17,120.0 in.,3,209.0 in.,Pickup Truck,Standard,None,5054 lbs,Multi-Link,79.4 in.,No,TBD,269 lb-ft @ 4175 rpm,50.3 cu. ft.,74.6 in.,265/70R17,17 mpg,3.6L V6,62.9 in.,689,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Jaguar F-Type Convertible specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Roadster,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
Front Wheel Drive,TBD,26 mpg,TBD,Gas,36.7 in.,8.4 in.,57.3 in.,200 hp @ 6300 rpm,2016 GMC Canyon specifications,3500 lbs,N/A,62.4 in.,TBD,Double Wishbone,16 Aluminum,62.4 in.,28.6 in.,16 Aluminum,56/44,6-Speed Manual,P265/70R16,128.3 in.,4,212.4 in.,Pickup Truck,Standard,None,3920 lbs,Solid Axle,74.3 in.,Yes,TBD,191 lb-ft @ 4400 rpm,49.9 cu. ft.,70.4 in.,P265/70R16,19 mpg,2.5L I4,52.2 in.,1450,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG GT specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,92.8 cu. ft.,33 mpg,TBD,Gas,38.8 in.,6.2 in.,52.5 in.,138 hp @ 4900 rpm,2016 Buick Encore specifications,TBD,48.4 cu. ft.,60.6 in.,TBD,Strut-Type,18 Aluminum,60.6 in.,35.7 in.,18 Aluminum,TBD,6-Speed Automatic,P215/55R18 AL3,100.6 in.,5,168.4 in.,SUV,Near-Luxury,Turbocharger,3237 lbs,Torsion-Beam,69.9 in.,No,TBD,148 lb-ft @ 1850 rpm,18.8 cu. ft.,65.2 in.,P215/55R18 AL3,25 mpg,1.4L I4,50.1 in.,TBD,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Toyota Mirai specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Sedan,Electric,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,Compact
Front Wheel Drive,86.1 cu. ft.,40 mpg,0.29,Gas,37.0 in.,5.7 in.,52.6 in.,134 hp @ TBD rpm,2015 Lexus CT specifications,TBD,TBD,60.0 in.,TBD,Strut-Type,17 Aluminum,59.8 in.,32.9 in.,17 Aluminum,TBD,CVT,P215/45R17,102.4 in.,5,171.2 in.,Hatchback,Standard; Hybrid,None,3130 lbs,Double Wishbone,69.5 in.,No,TBD,105 lb-ft @ 4000 rpm,14.3 cu. ft.,57.3 in.,P215/45R17,43 mpg,1.8L I4,51.8 in.,N/A,Compact
All Wheel Drive,TBD,31 mpg,0.35,Gas,40.5 in.,6.7 in.,55.1 in.,160 hp @ 5500 rpm,2015 Jeep Renegade specifications,TBD,50.8 cu. ft.,60.6 in.,45.3 cu. ft.,Strut-Type,16 Aluminum,60.6 in.,35.1 in.,16 Aluminum,TBD,9-Speed Automatic,215/65R16 BSW,101.2 in.,5,166.6 in.,SUV,Standard,Turbocharger,3044 lbs,Solid Axle,74.2 in.,No,TBD,184 lb-ft @ 2500-4000 rpm,18.5 cu. ft.,66.5 in.,215/65R16 BSW,24 mpg,1.4L I4,51.9 in.,TBD,Midsize
All Wheel Drive,TBD,24 mpg,0.30,Gas,TBD,TBD,TBD,500 hp @ 6000-6500 rpm,2015 Porsche 911 Turbo Cabriolet specifications,TBD,TBD,58.7 in.,TBD,Strut-Type,19 Aluminum,60.9 in.,TBD,19 Aluminum,TBD,6-Speed Manual,235/35 ZR19,92.52 in.,4,176.26 in.,Convertible,Sports; Performance,Turbocharger,3627 lbs,Multi-Link,72.91 in.,Yes,TBD,480 lb-ft @ 1950-5000 rpm,4.76 cu. ft.,51.18 in.,305/30 ZR19,16 mpg,3.8L Flat 6,TBD,N/A,Midsize
Rear Wheel Drive,TBD,27 mpg,TBD,Gas,38.8 in.,8.2 in.,58.3 in.,300 hp @ 5800-6000 rpm,2015 BMW X5 specifications,TBD,66 cu. ft.,64.7 in.,TBD,Double Wishbone,18 Aluminum,65.0 in.,36.6 in.,18 Aluminum,48.3/51.7,8-Speed Automatic,255/55 R18 109H XL R,115.5 in.,5,193.2 in.,SUV,Luxury,Turbocharger,4680 lbs,Multi-Link,76.3 in.,Yes,TBD,300 lb-ft @ 1300-5000 rpm,23 cu. ft.,69.4 in.,255/55 R18 109H XL RSC,19 mpg,3.0L I6,TBD,1110,Midsize
Front Wheel Drive,101.9 cu. ft.,38 mpg,0.29,Gas,37.1 in.,TBD,56.4 in.,182 hp @ 6000 rpm,2015 Nissan Altima Sedan specifications,TBD,TBD,62.4 in.,TBD,Strut-Type,16 Steel,62.4 in.,36.1 in.,16 Steel,61/39,CVT,215/60R16,109.3 in.,5,191.5 in.,Sedan,Standard,None,3177 lbs,Multi-Link,72.0 in.,No,TBD,180 lb-ft @ 4000 rpm,15.4 cu. ft.,57.9 in.,215/60R16,27 mpg,2.5L I4,52.1 in.,N/A,Midsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,420 hp @ 7300 rpm,2015 Aston Martin V8 Vantage Roadster specifications,TBD,N/A,62.0 in.,TBD,Double Wishbone,19 Aluminum,61.5 in.,TBD,19 Aluminum,TBD,6-Speed Manual,235/40 ZR19,102.4 in.,2,172.5 in.,Roadster,Performance,None,3770 lbs,Double Wishbone,73.5 in.,No,TBD,346 lb-ft @ 5000 rpm,5.0 cu. ft.,49.6 in.,275/35 ZR19,TBD,4.7L V8,TBD,N/A,Midsize
All Wheel Drive,TBD,26 mpg,0.33,Gas,36.3 in.,TBD,46.8 in.,333 hp @ 5500-6500 rpm,2016 Audi S5 Cabriolet specifications,TBD,TBD,62.5 in.,TBD,Multi-Link,18 Aluminum,62.0 in.,31.9 in.,18 Aluminum,TBD,7-Speed Automated Manual,245/40,108.3 in.,4,182.7 in.,Convertible,Near-Luxury,Supercharger,4310 lbs,Multi-Link,73.0 in.,Yes,TBD,325 lb-ft @ 2900-5300 rpm,10.2 cu. ft.,54.2 in.,245/40,18 mpg,3.0L V6,TBD,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mini John Cooper Works Hardtop specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,TBD,35 mpg,0.30,Gas,36.3 in.,TBD,45.7 in.,170 hp @ 4500 rpm,2016 Audi A3 Cabriolet specifications,TBD,TBD,61.2 in.,TBD,Strut-Type,17 Aluminum,60.1 in.,31.9 in.,17 Aluminum,TBD,6-Speed Automated Manual,P225/45HR17,103.8 in.,4,175.4 in.,Convertible,Luxury,Turbocharger,3373 lbs,Multi-Link,77.2 in.,Yes,TBD,199 lb-ft @ 1600 rpm,9.9 cu. ft.,55.5 in.,P225/45HR17,24 mpg,1.8L I4,TBD,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG C63 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,90.9 cu. ft.,30 mpg,TBD,Gas,36.8 in.,TBD,53.9 in.,272 hp @ 5500 rpm,2015 Cadillac ATS specifications,1000 lbs,TBD,60.3 in.,TBD,Strut-Type,17 Aluminum,61.7 in.,33.5 in.,17 Aluminum,51/49,6-Speed Manual,P225/45R17 90H,109.3 in.,5,183.6 in.,Sedan,Near-Luxury,Turbocharger,3411 lbs,Multi-Link,71.5 in.,Yes,TBD,295 lb-ft @ 3000-4600 rpm,10.4 cu. ft.,54.8 in.,P225/45R17 90H,19 mpg,2.0L I4,52.3 in.,N/A,Compact
Front Wheel Drive,97.9 cu. ft.,29 mpg,TBD,Gas,38.8 in.,TBD,55.3 in.,240 hp @ 5500 rpm,2015 Lincoln MKC specifications,2000 lbs,53.1 cu. ft.,62.4 in.,TBD,Strut-Type,18 Aluminum,62.5 in.,36.8 in.,18 Aluminum,TBD,6-Speed Automatic,P235/50R18,105.9 in.,5,179.2 in.,SUV,Luxury,None,3791 lbs,Multi-Link,73.4 in.,Yes,TBD,270 lb-ft @ 3000 rpm,25.2 cu. ft.,65.2 in.,P235/50R18,20 mpg,2.0L I4,52.8 in.,TBD,Midsize
Rear Wheel Drive,TBD,27 mpg,0.29,Gas,37.8 in.,5.1 in.,51.5 in.,265 hp @ 7200 rpm,2014 Porsche Cayman specifications,TBD,N/A,58.7 in.,TBD,Strut-Type,17 Aluminum,60.4 in.,33.5 in.,17 Aluminum,TBD,6-Speed Manual,205/55 R17,95.1 in.,2,172.3 in.,Coupe,Sports,None,2932 lbs,Strut-Type,70.9 in.,No,TBD,221 lb-ft @ 4400-6000 rpm,9.9 cu. ft.,51.3 in.,235/50 R17,19 mpg,2.9L Flat 6,TBD,N/A,Compact
Front Wheel Drive,88.4 cu. ft.,TBD,TBD,Gas,37.6 in.,5.5 in.,52.1 in.,138 hp @ 6300 rpm,2015 Kia Rio 5-Door specifications,TBD,49.8 cu. ft.,59.8 in.,TBD,Strut-Type,15 Steel,60.0 in.,31.1 in.,15 Steel,TBD,6-Speed Manual,185/65R15,101.2 in.,5,159.4 in.,Hatchback,Economy,None,2573 lbs,Torsion-Beam,67.7 in.,Yes,TBD,123 lb-ft @ 4850 rpm,15.0 cu. ft.,57.3 in.,185/65R15,TBD,1.6L I4,51.2 in.,N/A,Sub-Compact
Front Wheel Drive,96.1 cu. ft.,33 mpg,0.30,Gas,37.9 in.,5.5 in.,54.9 in.,173 hp @ 6500 rpm,2016 Hyundai Elantra GT specifications,TBD,51.0 cu. ft.,61.0 in.,TBD,Strut-Type,16 Aluminum,61.5 in.,34.6 in.,16 Aluminum,TBD,6-Speed Manual,P205/55HR16,104.3 in.,5,169.3 in.,Hatchback,Standard,None,2851 lbs,Torsion-Beam,70.1 in.,No,TBD,154 lb-ft @ 4700 rpm,23.0 cu. ft.,57.9 in.,P205/55HR16,24 mpg,2.0L I4,51.0 in.,N/A,Compact
Front Wheel Drive,95 cu. ft.,36 mpg,TBD,Gas,37.9 in.,TBD,53.9 in.,138 hp @ 6300 rpm,2015 Chevrolet Cruze specifications,1000 lbs,TBD,60.7 in.,TBD,Strut-Type,16 Steel,61.3 in.,35.4 in.,16 Steel,TBD,6-Speed Manual,215/60R16 ALS,105.7 in.,5,181.0 in.,Sedan,Economy,None,3093 lbs,Torsion-Beam,70.7 in.,No,TBD,125 lb-ft @ 3800 rpm,15.0 cu. ft.,58.1 in.,215/60R16 ALS,25 mpg,1.8L I4,52.4 in.,N/A,Compact
All Wheel Drive,TBD,30 mpg,0.28,Gas,36.6 in.,TBD,55.9 in.,333 hp @ 5300 rpm,2016 Audi A7 specifications,TBD,TBD,64.7 in.,TBD,Multi-Link,19 Aluminum,64.4 in.,37.0 in.,19 Aluminum,TBD,8-Speed Automatic,255/40 R19 XL,114.7 in.,5,196.2 in.,Sedan,Luxury,Supercharger,4288 lbs,Multi-Link,84.2 in.,Yes,TBD,325 lb-ft @ 2900 rpm,24.5 cu. ft.,55.9 in.,255/40 R19 XL,20 mpg,3.0L V6,TBD,N/A,Midsize
Front Wheel Drive,77.4 cu. ft.,30 mpg,0.315,Gas,35.8 in.,5.6 in.,41.5 in.,200 hp @ 5100 rpm,2016 Volkswagen Eos specifications,TBD,TBD,60.8 in.,27.9 cu. ft.,Strut-Type,17 Aluminum,60.9 in.,32.5 in.,17 Aluminum,TBD,6-Speed Manual,235/45 R17 H,101.5 in.,4,174.1 in.,Convertible,Standard,Turbocharger,3508 lbs,Multi-Link,70.5 in.,No,TBD,207 lb-ft @ 1700 rpm,10.5 cu. ft.,56.9 in.,235/45 R17 H,22 mpg,2.0L I4,TBD,N/A,Sub-Compact
All Wheel Drive,TBD,19 mpg,TBD,Gas,37.5 in.,TBD,54.8 in.,525 hp @ 8000 rpm,2015 Audi R8 V10 Spyder specifications,N/A,N/A,64.5 in.,TBD,Double Wishbone,19 Aluminum,62.8 in.,41.0 in.,19 Aluminum,TBD,6-Speed Manual,P235/35YR19,104.3 in.,2,174.6 in.,Convertible,Performance,None,3913 lbs,Double Wishbone,75 in.,Yes,N/A,391 lb-ft @ 6500 rpm,TBD,49.0 in.,P235/35YR19,12 mpg,5.2L V10,TBD,N/A,Compact
